term,group_count,overall_count,exact_pval,sig,genes
cytoskeleton organization,15,127,0.008013067329355788,FALSE,YCR002C YDR309C YDR507C YER016W YFL037W YGL206C YIL159W YKL089W YLR045C YNL079C YNL166C YNL289W YOR122C YOR326W YPR165W
chromosome organization,19,181,0.010815403154838716,FALSE,YAR003W YBR088C YBR107C YBR245C YBR275C YDL003W YDL164C YDR325W YER016W YFR042W YIL026C YJL173C YKL015W YKL089W YKL113C YKR038C YNL088W YNL262W YNL312W
DNA damage response,24,249,0.01261637092379442,FALSE,YBR088C YDL003W YDL101C YDL102W YDL164C YDL182W YDR224C YDR440W YEL032W YFL039C YGL127C YJL173C YKL112W YKL113C YLR183C YLR430W YNL031C YNL102W YNL262W YNL312W YOL090W YOR039W YOR217W YPR056W
lipid metabolic process,24,249,0.01261637092379442,FALSE,YBR070C YBR110W YBR159W YCR017C YDR297W YER019W YER120W YGR037C YGR157W YHR190W YJL002C YJL091C YJL134W YJL196C YKL008C YKL126W YKL165C YKL182W YMR208W YNL130C YNR016C YPL231W YPR113W YPR173C
DNA recombination,13,118,0.02237607908157447,FALSE,YDL003W YDL164C YDR440W YEL032W YGL127C YGL213C YJL173C YKL113C YKR038C YNL088W YNL262W YNL312W YOL090W
regulation of cell cycle,20,209,0.023238958658423358,FALSE,YBL009W YBR275C YDL101C YDR303C YDR309C YDR325W YDR440W YDR507C YER016W YER019W YGL207W YJL187C YKL052C YKL101W YKR083C YLR113W YMR199W YNL262W YPL256C YPR165W
vacuole organization,8,63,0.031908155189553186,FALSE,YDR170C YER072W YFL004W YFL039C YJL012C YML001W YOR326W YPL019C
transport,64,874,0.0461506467544877,FALSE,YAL007C YAL022C YBL040C YBR127C YBR162W-A YDL145C YDL198C YDL231C YDR093W YDR170C YDR238C YDR372C YER016W YER072W YER083C YER145C YFL004W YFL039C YFR051C YGL077C YGL200C YGL206C YGR116W YGR125W YGR172C YGR198W YGR261C YHR005C-A YHR142W YIL022W YIL039W YIL109C YJL012C YJL117W YJR001W YKL084W YKL165C YKR088C YKR093W YLR214W YLR348C YLR378C YML001W YML012W YML038C YML072C YML123C YMR237W YNL026W YNR016C YNR017W YOR016C YOR115C YOR122C YOR232W YOR299W YOR326W YOR357C YPL019C YPL053C YPL063W YPL112C YPR016C YPR173C
nucleobase-containing small molecule metabolic process,16,172,0.04934165084694976,FALSE,YAR015W YDL055C YDR400W YDR408C YER003C YER070W YGL224C YHR183W YKL127W YLR354C YLR359W YLR420W YMR208W YNL220W YOR128C YOR184W
membrane organization,13,146,0.09355928618858587,FALSE,YDL195W YDR093W YER120W YGR172C YHR005C-A YKL096W YKL126W YML072C YNL026W YOR165W YOR326W YPL063W YPR173C
sulfur compound metabolic process,8,81,0.10709027999571791,FALSE,YER091C YJR137C YJR139C YLL058W YLR303W YMR208W YOL064C YOR286W
telomere organization,6,58,0.12850021277342596,FALSE,YAR003W YBR275C YJL173C YKR038C YNL088W YNL312W
amino acid metabolic process,14,173,0.14860155173540346,FALSE,YCL030C YDL182W YER023W YER091C YFR025C YIL094C YIL116W YJR139C YLR089C YLR303W YMR189W YNR050C YOL064C YOR184W
regulation of organelle organization,16,205,0.16085806706477962,FALSE,YCR028C-A YDR309C YDR440W YER016W YER019W YGL207W YIL159W YJL187C YKL052C YKR083C YLR429W YML001W YNL138W YOR122C YOR124C YPR165W
organelle assembly,7,76,0.16437827751234196,FALSE,YBR127C YCR002C YDR170C YDR507C YFL037W YKL089W YNL166C
regulation of DNA metabolic process,9,106,0.17829294703426446,FALSE,YBR088C YBR275C YCR028C-A YDR303C YDR325W YGR063C YLR113W YNL088W YOL090W
transmembrane transport,15,195,0.18456384616436644,FALSE,YAL022C YBR127C YDL198C YER145C YGR125W YIL022W YJR001W YKL084W YLR378C YML038C YML123C YNR017W YOR232W YPL063W YPL112C
vacuolar transport,7,79,0.18853124011853137,FALSE,YER072W YFL004W YGR261C YJL012C YJR001W YPL019C YPR173C
organelle inheritance,5,53,0.205464752483939,FALSE,YER120W YFL039C YFR051C YML001W YOR326W
signal transduction,16,215,0.2103060692468708,FALSE,YBL009W YDL101C YDR309C YDR372C YDR440W YDR507C YER016W YGR152C YJL134W YJL187C YKL101W YKR028W YLR113W YNL138W YNL262W YPR165W
organelle fusion,6,71,0.24583385681881287,FALSE,YER072W YFL004W YGR172C YJL012C YOR165W YPL019C
response to stress,34,503,0.2459686445515846,FALSE,YBR088C YBR093C YCR065W YDL003W YDL101C YDL102W YDL164C YDL182W YDR224C YDR372C YDR440W YEL032W YFL039C YGL127C YGR234W YHR183W YJL173C YKL112W YKL113C YLR104W YLR113W YLR183C YLR378C YLR430W YNL031C YNL102W YNL262W YNL312W YNR074C YOL064C YOL090W YOR039W YOR217W YPR056W
intracellular monoatomic ion homeostasis,9,116,0.25253343159520114,FALSE,YBR127C YDL198C YDR376W YGR169C-A YKL080W YKL190W YKR007W YNL031C YPL234C
endocytosis,6,82,0.3618452120872819,FALSE,YDL231C YDR093W YFL039C YGL206C YGR198W YML001W
regulation of transport,6,82,0.3618452120872819,FALSE,YBR245C YER120W YJL117W YKL126W YLR342W YPR165W
DNA-templated transcription,7,103,0.4152794395670728,FALSE,YGL127C YIL021W YMR236W YNL031C YNL088W YOR295W YPR056W
homeostatic process,12,184,0.41575271584541074,FALSE,YBR127C YDL198C YDR376W YGR169C-A YKL080W YKL190W YKR007W YLR430W YML072C YNL031C YOR124C YPL234C
anatomical structure formation involved in morphogenesis,5,73,0.44023311730458703,FALSE,YBR023C YBR107C YFL039C YKL096W YNL031C
cellular component assembly,33,534,0.4490875370139495,FALSE,YBR023C YBR127C YCR002C YDR170C YDR325W YDR440W YDR507C YEL032W YFL037W YFL039C YFR050C YGL207W YGL213C YGR116W YGR135W YIL075C YIL159W YKL089W YKL096W YKL126W YLL022C YLR045C YML019W YMR236W YNL026W YNL079C YNL166C YOR115C YOR122C YPR016C YPR052C YPR103W YPR133W-A
proteolysis involved in protein catabolic process,11,186,0.5558609368782343,FALSE,YDR170C YER012W YFR050C YGR135W YIL075C YLR104W YLR378C YLR421C YOR124C YOR197W YPR103W
protein-containing complex assembly,22,375,0.5690079365553442,FALSE,YCR002C YDR440W YDR507C YEL032W YFR050C YGL207W YGL213C YGR116W YGR135W YIL075C YKL089W YLL022C YLR045C YML019W YMR236W YNL026W YNL166C YOR115C YPR016C YPR052C YPR103W YPR133W-A
monocarboxylic acid metabolic process,6,105,0.601192976002247,FALSE,YBR159W YGR037C YJL196C YKL182W YNR016C YPL231W
carbohydrate metabolic process,6,106,0.6105743985557115,FALSE,YFR042W YGL027C YHR043C YKL127W YLR300W YLR342W
mitochondrion organization,9,160,0.6202768200345466,FALSE,YCR028C-A YCR065W YDL198C YER083C YHR005C-A YNL026W YNL066W YOR326W YPL063W
protein folding,5,91,0.637885677211706,FALSE,YDR183W YHR142W YIL027C YJL117W YOR232W
protein targeting,7,133,0.6868239721748042,FALSE,YER019C-A YGR198W YGR261C YHR136C YML001W YPR088C YPR133W-A
catabolic process,34,615,0.7219499083839818,FALSE,YBR127C YBR281C YDL102W YDR400W YER012W YER019W YER072W YER083C YER120W YER163C YFL004W YFR050C YGL213C YGR135W YIL075C YIL109C YJL012C YKL101W YKL113C YKL127W YKR007W YLR089C YLR104W YLR378C YLR398C YLR421C YML001W YMR189W YNL217W YOL064C YOR124C YPL019C YPR103W YPR173C
nucleobase-containing compound transport,5,117,0.8349904391084062,FALSE,YAL022C YDL198C YGR116W YKL165C YML038C
RNA catabolic process,5,128,0.8868497855499123,FALSE,YDL102W YGL213C YKL113C YLR398C YOL064C
nucleobase-containing compound catabolic process,6,165,0.9349295400901947,FALSE,YDL102W YDR400W YGL213C YKL113C YLR398C YOL064C
cellular nitrogen compound metabolic process,70,1386,0.971729457160089,FALSE,YAR003W YAR008W YAR015W YBL026W YBR088C YBR245C YBR275C YCR028C-A YDL003W YDL055C YDL101C YDL102W YDL164C YDL182W YDR224C YDR303C YDR400W YDR408C YDR440W YEL032W YER003C YER019W YER070W YFL039C YGL127C YGL207W YGL213C YGL224C YGR063C YGR084C YGR275W YHR121W YHR183W YIL021W YIR008C YJL173C YJR022W YJR101W YKL008C YKL112W YKL113C YKL127W YKR028W YKR038C YLR033W YLR354C YLR359W YLR398C YLR420W YLR430W YML069W YMR208W YMR236W YNL031C YNL088W YNL102W YNL185C YNL220W YNL262W YNL312W YOL064C YOL090W YOR128C YOR184W YOR217W YOR247W YOR295W YPR016C YPR052C YPR056W
response to chemical,10,281,0.9766599464903194,FALSE,YCR065W YGR116W YGR234W YHR183W YKL126W YKL190W YLR104W YLR113W YLR378C YNR074C
