term,group_count,overall_count,exact_pval,sig,genes
transferase activity,55,719,0.5885664557083343,FALSE,YBL105C YBR177C YBR280C YDL108W YDL132W YDL201W YDR177W YDR264C YDR316W YDR422C YDR513W YEL011W YER001W YFL009W YFL024C YFR015C YFR053C YGL038C YGL047W YGL084C YGL142C YGR149W YGR184C YHL007C YHR135C YHR166C YIL085C YIR038C YJL128C YJL165C YJR059W YJR073C YKL008C YKL024C YKL034W YKL139W YKL182W YKR067W YLR133W YLR438W YML008C YML100W YMR139W YMR298W YNL172W YNL192W YOL005C YOL016C YOL076W YOL110W YOR021C YOR085W YOR119C YPR131C YPR175W
phosphatase activity,7,96,0.6197908059094743,FALSE,YDR074W YDR287W YLR019W YLR361C YML100W YNL053W YOR208W
nuclease activity,5,76,0.7092144812410122,FALSE,YKL113C YKL114C YML091C YMR287C YOR166C
cytoskeletal protein binding,5,77,0.720090947711046,FALSE,YBL031W YDR016C YIL034C YLR200W YOR058C
lyase activity,5,80,0.7509713520762173,FALSE,YAL039C YKL087C YKL182W YML004C YPL262W
methyltransferase activity,5,81,0.76068513315863,FALSE,YDL201W YDR316W YJR073C YML008C YOR021C
enzyme binding,5,86,0.8050078609452997,FALSE,YDL003W YJR074W YKL145W YLR006C YPL137C
structural molecule activity,15,261,0.917082804072441,FALSE,YBR067C YBR146W YBR282W YDL202W YDL217C YDR115W YDR334W YDR462W YGR167W YKL096W-A YKR085C YLR439W YMR286W YNL005C YOR098C
ion binding,37,576,0.917316334086745,FALSE,YAL051W YAR007C YBL105C YBR024W YBR062C YCL057W YCR026C YDL125C YDR264C YDR421W YFL044C YGL037C YGL255W YGR184C YGR257C YHR006W YHR192W YIL108W YJR104C YKL034W YKL114C YLL026W YLR371W YML004C YMR244C-A YNL045W YNL186W YNL261W YNL330C YNR006W YNR020C YOL089C YOR052C YPL048W YPL100W YPR017C YPR056W
mRNA binding,10,189,0.9285240158358483,FALSE,YAR007C YBR072W YBR245C YDR155C YER035W YFR001W YGL178W YHL007C YKL085W YOR362C
structural constituent of ribosome,9,179,0.9432790298682144,FALSE,YBR146W YBR282W YDL202W YDR115W YDR462W YKR085C YLR439W YMR286W YNL005C
RNA binding,14,365,0.9994516884358298,FALSE,YAL005C YAR007C YBR072W YBR245C YDL092W YDR155C YER035W YFR001W YGL178W YHL007C YKL085W YNL147W YOR362C YPL178W
